ID,Claim
33417,0
50682,0
18756,0
25121,1
14024,0
55312,1
37802,1
59999,1
38414,1
51060,0
33485,0
45201,1
49242,1
4571,0
22114,0
24512,0
25341,0
18261,0
6897,0
41589,0
28706,0
56781,0
54894,0
29304,1
28311,1
7568,0
44266,1
1219,0
31509,1
8467,1
55547,0
30777,0
29821,1
14397,0
59228,1
15791,1
30429,1
26229,0
45380,1
34106,0
10585,1
54139,0
16629,1
44153,0
25394,0
3362,0
15357,0
38489,1
23444,0
15584,1
38364,1
59183,1
23235,0
2715,0
5085,0
21593,0
22434,1
8062,1
13505,0
50157,1
18198,1
42382,1
10538,0
15473,0
10017,0
44662,0
17891,0
28504,0
34225,1
35779,1
23765,0
42959,1
28053,0
40522,1
27316,1
17038,1
32324,0
37559,1
26135,0
49717,1
28068,0
28533,0
19166,1
13432,1
23340,1
1297,0
20944,1
54345,1
43405,0
38218,0
35026,0
45091,1
21468,1
53156,1
4767,1
29272,1
29435,1
63280,0
25664,1
60922,0
16689,0
44932,1
45500,1
17246,0
23352,0
2445,0
23921,0
18314,1
4981,0
39753,1
18612,1
10207,1
16750,1
54314,1
31554,0
17248,0
30968,1
30875,1
4799,0
39002,1
30003,1
44766,1
57498,0
52835,1
7843,0
58703,0
22864,0
56455,0
6758,0
1468,0
48613,1
50728,1
49677,0
34393,0
15674,0
55293,0
12900,0
6352,1
58190,1
44020,1
5440,0
20663,0
54605,0
32104,1
48122,1
33688,1
62696,1
17764,1
41379,1
56524,1
41000,0
6603,1
37340,1
36765,1
2085,0
57493,1
23369,1
60786,0
27266,1
34182,1
47238,1
45534,1
52093,0
15089,0
46882,0
58041,1
48316,0
39593,0
32329,0
2726,1
45486,0
53243,0
7504,1
53458,0
768,0
5823,0
53257,0
38102,1
56661,1
61179,0
6062,1
45240,0
43554,1
10736,1
27067,0
11229,1
43962,0
48938,0
7078,0
21389,0
58194,1
52542,0
45436,0
44240,1
58705,0
32286,0
23087,0
53262,1
27429,0
47607,1
46779,1
54723,0
37630,1
50755,1
15133,1
15400,1
16605,0
60415,1
36982,1
49826,0
41588,0
24698,0
21622,0
25666,1
1491,0
46659,0
42581,1
10615,1
25596,0
56359,1
53584,1
56988,1
2808,0
37758,1
58549,1
43126,0
25513,0
55499,0
15882,0
30341,0
43803,0
15199,1
40320,0
57558,1
62679,0
22492,1
38650,1
2078,0
29,1
42127,0
118,0
57589,0
50085,0
56949,1
37464,1
6051,1
20146,0
7533,0
41194,0
14108,0
47410,1
54961,1
6139,1
1414,1
974,1
58231,0
18800,1
5017,1
22231,0
30130,1
8224,0
33188,1
27666,0
3374,0
8992,1
24106,0
16649,1
6621,1
4564,1
36347,0
41999,1
32744,1
61183,1
46068,1
28822,1
50154,0
25372,0
36836,1
4678,0
34170,1
53167,0
38578,0
19238,1
52403,1
32585,0
54081,1
3657,0
16653,0
44389,1
18586,1
6494,0
47035,1
37714,0
12118,0
31779,1
6296,0
37781,1
12396,0
50263,1
56792,0
42643,1
2229,0
24960,0
50,1
14847,1
53819,1
5131,0
12600,1
39823,0
9531,0
45029,0
49231,0
11316,0
36333,0
60845,0
18231,0
24473,0
50123,1
6771,0
9795,0
55849,0
39648,1
14548,1
45672,0
25957,0
39302,0
28726,1
56967,1
23680,0
39907,1
130,1
15551,1
50286,1
21130,0
26500,0
42765,0
30607,1
59782,0
20901,0
16427,1
2662,0
19124,0
47789,1
6822,0
23427,0
49676,0
22686,1
21103,1
2551,1
60729,0
59337,0
42352,0
41151,0
54581,1
32746,1
19127,0
39156,0
37434,0
56267,1
13227,1
38173,0
8463,0
43993,0
42451,0
25975,0
4814,1
23742,1
31002,0
51508,1
24832,0
41364,1
1325,1
21448,1
26362,1
30186,1
58942,0
45219,1
4809,1
29678,1
38581,0
33456,0
38781,1
33467,1
9576,0
25727,0
12868,1
20403,1
336,0
16497,1
20230,0
36748,0
13439,1
53031,1
38127,1
11923,0
20087,0
41649,0
62998,0
23224,0
44736,1
28670,0
9757,1
11039,1
20711,0
56448,0
9272,1
59187,1
6710,1
20290,1
10901,0
47730,0
35115,0
54556,0
14352,0
38912,0
51572,0
50990,1
50612,0
43075,1
58337,0
41853,1
44299,1
45804,1
11913,1
3148,0
3593,1
50760,1
52678,1
24488,0
37459,1
27535,0
62254,1
54703,1
56392,0
50895,1
59460,0
63205,1
60608,1
18948,0
16254,0
20895,1
45913,1
15628,1
55404,1
15090,0
60621,1
57744,1
18971,0
20640,0
11249,0
22644,0
40392,1
45939,0
62220,1
57509,0
26731,1
14861,0
2733,1
51738,1
53258,0
60299,0
5264,0
7675,0
6724,1
708,0
53728,0
16226,1
8779,1
44722,0
8206,0
10897,1
20093,1
47090,1
59279,0
27839,0
55630,0
23271,0
60394,1
45355,1
46219,0
157,0
765,1
14374,1
51973,0
60927,0
30388,0
10392,1
38019,0
42807,1
38519,0
36779,1
63008,0
55208,1
18119,0
43051,1
62449,0
7812,1
42717,1
45838,0
44555,0
52666,0
56251,0
34587,1
9045,1
38229,0
7472,1
38925,0
16293,0
14095,0
46009,0
57376,1
3502,0
2001,1
15490,0
22148,1
56648,1
45003,1
59182,1
34631,1
23323,1
55992,1
5019,0
3209,1
13912,0
52548,0
1234,0
40854,0
43782,0
53147,1
53734,0
44181,0
33343,0
60857,0
24572,0
62300,0
12546,1
32989,0
15177,1
55664,0
34299,1
41322,0
58982,1
35733,1
3997,0
53556,0
50500,1
38036,0
45177,0
11155,1
43931,1
37520,0
488,0
49911,1
42993,1
48259,0
18650,1
27972,0
37613,1
20988,1
43653,0
17339,0
42326,1
27462,1
4253,0
60968,0
16484,0
19058,1
40856,0
60665,1
37629,1
44359,0
12902,0
52468,1
41458,1
23795,1
25553,0
62290,0
47201,1
46662,0
12433,0
8649,1
26982,0
51581,0
38716,0
39356,0
36906,1
12941,1
49776,1
1625,1
17237,0
21324,0
33282,0
42613,1
28024,0
53326,0
10267,0
20,0
59563,1
27632,1
9380,0
36625,0
48426,1
25817,0
23617,1
28203,0
33585,0
7604,0
25633,1
52609,1
39790,0
13506,0
13956,0
61119,0
14632,1
45290,1
53083,0
39948,1
37168,0
60160,0
58075,1
34245,1
44392,1
15957,1
57562,0
27104,1
50841,0
1054,1
38680,1
58307,0
11003,0
14439,1
6201,0
36518,0
35739,1
46776,0
31986,0
741,1
10041,0
4033,1
45518,1
4563,1
8295,1
17309,1
59542,1
28993,0
18158,0
47489,0
14195,0
24719,0
1032,0
3424,1
31649,1
60277,1
41555,0
41566,0
48882,0
53252,1
19175,1
48864,1
37272,1
23936,0
10564,1
17852,0
13306,0
50389,1
25608,1
27241,0
31095,1
43377,1
11435,1
3806,0
21504,1
34046,1
46581,0
40591,0
9372,0
24772,0
5160,1
11034,1
22009,0
8107,1
52447,1
53810,1
40498,0
49058,1
1655,1
47701,0
13176,1
58144,0
16336,1
2069,0
22284,0
13906,0
52854,0
13532,0
10445,0
17888,1
56073,1
57355,1
18366,0
40829,0
61020,0
56127,1
6070,0
30800,0
32446,1
14148,1
52306,0
9178,1
15831,0
51824,1
18895,0
6766,1
38197,0
12254,0
45171,0
45262,0
58940,1
41262,1
43928,1
34846,0
50398,1
40489,0
29915,0
26869,0
53682,0
20831,1
1569,0
11385,0
14093,0
56191,0
52767,0
36598,1
61651,1
57736,1
34734,0
55571,1
11652,1
3855,1
51665,1
50752,1
2868,0
37591,1
47355,1
14593,1
13425,0
21813,0
21636,0
23188,1
61286,1
42155,0
38787,1
46177,0
286,1
14021,0
52796,0
63085,0
16180,0
42831,1
17259,1
17081,1
26831,0
42811,1
43471,1
27030,1
20126,1
392,1
41615,1
48427,1
34309,0
37404,0
37860,1
61685,1
16784,1
48198,1
21189,0
29066,0
33532,1
58519,1
23789,1
22852,1
21913,0
29396,1
61579,1
39452,1
21650,0
38302,0
47932,0
47991,1
40570,0
4285,1
29702,1
9699,1
31163,0
42306,0
4890,0
32977,0
40507,0
30480,1
4028,0
5508,1
21714,1
33048,1
25327,1
50357,0
16203,1
60102,0
16247,0
20583,1
21961,1
12971,1
12490,0
12466,1
36360,1
55309,1
6596,1
15519,1
5444,1
44999,1
56413,0
7607,1
13016,0
39072,0
40378,1
6513,0
58349,1
56920,0
26310,1
62206,0
5753,0
14321,0
43935,0
32769,1
6970,0
20699,1
47320,0
10450,0
12894,0
29520,0
1465,1
60035,0
4188,0
17098,0
50672,0
19633,1
39383,0
9194,0
828,1
61539,0
32263,1
39139,0
26945,0
61426,1
53733,0
34208,1
9381,0
31350,0
33963,1
51183,1
120,1
7534,1
34115,0
17977,1
27453,0
2423,0
3326,1
42110,0
63179,0
25125,1
35661,1
27638,1
32127,0
7783,0
14773,1
29124,1
6253,0
53848,1
27366,1
40239,1
56699,0
6285,1
23501,0
39483,1
12709,1
8143,1
38596,1
20967,1
59929,0
23827,1
54829,1
57518,0
48408,0
36844,1
51767,1
20876,0
6280,0
52113,0
8165,0
38931,0
33458,1
34888,0
13866,0
44406,0
20178,0
33512,0
23570,1
10734,1
4498,0
15056,0
27748,1
623,0
35403,1
40251,1
43084,1
2107,1
45295,0
3509,0
34594,1
17541,0
35093,1
4194,1
9040,0
48695,1
40747,1
4040,0
60256,1
9850,0
28951,1
60298,1
19050,1
62761,1
55243,0
54749,1
8264,0
3354,0
43425,1
44201,1
33607,0
59204,0
21779,1
17369,1
53390,1
1457,0
23772,1
50698,1
32764,1
41248,1
37580,0
17029,0
51648,1
21141,1
3070,1
45850,1
47492,0
31765,0
38923,1
29273,1
15966,1
20545,1
30474,1
39872,0
11000,1
27911,0
34336,1
13486,0
51881,1
60520,0
61852,1
57541,1
42605,1
47813,0
11918,1
20000,0
16006,1
19524,0
48384,1
14166,0
3749,0
1548,1
13932,1
29850,0
52933,0
48958,1
1855,0
31232,1
20455,0
53484,0
40464,0
34903,0
30783,1
14142,1
16224,1
23024,1
62023,1
27664,0
37941,1
4916,0
50660,1
49751,1
4385,0
5605,1
8485,0
16603,0
19194,1
1324,0
9635,0
53693,0
53997,0
44111,1
9039,0
27878,1
38634,1
44813,1
38774,1
6698,1
34036,0
51844,1
32745,1
50960,1
46993,0
58459,0
49766,0
16508,0
18794,1
17171,0
15414,0
57125,1
6642,0
3073,0
31588,0
21454,1
45328,1
29592,0
50204,1
25505,1
60388,1
14198,1
10721,1
54924,1
20733,0
49347,1
54158,0
21087,0
36616,1
20449,0
41867,0
38315,1
53594,1
40617,0
24289,0
62544,1
52105,0
8646,0
52163,0
30213,1
26573,1
7562,1
4096,1
29220,0
42889,1
23439,0
35322,0
46214,0
26226,1
56530,0
59366,1
33937,0
33543,1
52958,1
53291,0
10633,1
62306,0
60171,0
59735,0
7805,0
55811,0
59378,1
54441,0
57221,1
35508,1
39186,1
37427,0
13009,1
8877,0
10855,0
44491,0
52769,0
38101,1
34808,1
40664,1
3190,1
1303,1
18352,1
6246,1
46875,1
23865,0
1143,0
23684,0
5774,1
52198,1
62,0
33069,1
58699,0
33888,1
37170,0
49515,0
454,1
51005,1
42052,1
45193,0
8869,0
40823,0
30747,1
29358,0
4734,0
7,0
19930,1
45092,0
12256,0
26531,1
49138,0
44,1
62933,1
5920,0
7289,0
28852,0
50274,0
2294,0
8063,0
45242,0
44871,0
33038,1
31786,1
4389,0
51877,1
46743,1
21112,1
13323,0
4440,0
27381,0
38594,0
24422,1
29755,0
14814,1
23656,0
732,1
27648,0
34039,0
10618,1
49764,0
19455,0
26671,0
61574,0
32451,1
10386,0
39609,0
53934,1
21084,0
30546,1
54271,0
45493,0
28375,1
46937,1
22040,1
52768,0
5783,0
20371,1
50630,1
54467,0
22379,0
53954,1
49310,1
22568,1
55537,0
19840,1
28799,1
29635,1
26933,1
23855,1
24136,1
15228,0
56493,1
47300,0
39692,1
32861,1
33870,0
62922,1
60379,1
56899,1
33972,1
59795,0
55792,1
12019,1
3874,0
12931,1
5629,1
51842,1
2106,1
10765,1
38454,1
12026,1
13537,0
52909,0
39274,1
38451,0
46956,1
17949,0
39214,0
6138,0
6969,1
20325,0
57196,1
47084,0
49285,0
13674,0
51062,0
27817,0
50360,1
35754,1
33771,1
8772,1
52269,0
28513,0
5310,1
28434,0
40346,0
6979,0
18479,1
41929,0
14206,0
7733,0
5714,0
10769,1
31665,1
8979,1
10588,1
29099,1
5977,1
27686,0
685,0
10531,0
49415,0
51077,1
63322,1
25303,0
37670,1
50150,0
5739,0
28329,1
44279,0
60386,1
11978,1
23459,0
28237,0
38574,0
8526,1
49208,1
52982,1
43062,1
23722,0
51335,1
11899,1
52704,0
19616,0
63238,1
15513,1
1758,0
42610,1
60859,1
4300,1
18258,0
50051,1
19247,0
33281,1
32916,0
52304,0
7383,1
18499,0
12642,0
15983,1
25993,1
15318,1
24677,1
26190,0
29667,0
60663,1
29496,1
14253,0
29384,1
9037,0
7768,1
37803,1
38887,0
41257,1
1077,0
62652,1
26881,0
38667,1
43483,1
62032,1
40428,1
15338,1
57561,0
40029,1
62859,1
60462,0
20965,1
38434,1
52622,1
513,0
33794,1
32477,0
57231,0
9251,0
27495,1
32590,1
17690,0
61368,0
44777,1
2009,0
23529,1
10844,1
21702,1
5781,1
49032,1
33935,1
11338,0
2193,0
38917,0
23880,0
61364,0
47470,0
41018,0
20502,0
28007,0
51710,1
44224,1
3234,1
49715,1
9222,0
14399,1
9746,0
6617,0
34558,0
37992,0
7165,0
38276,1
49702,0
36631,1
46624,0
36855,0
59670,1
11656,1
12059,0
532,0
38156,0
49270,0
2032,0
1565,0
27102,1
922,1
23732,0
56850,1
6780,1
3741,0
37626,0
4350,0
4545,1
18532,0
29141,1
39798,0
55528,1
58793,1
60333,1
61592,1
22577,1
11828,0
56776,0
20191,0
24629,1
51420,0
17367,1
47978,1
24853,0
55480,1
10101,0
36195,0
15354,1
41182,0
49673,0
18697,0
40791,1
33915,0
26877,0
20182,0
55361,1
13317,1
62522,0
58468,0
48097,0
52484,0
26866,0
56000,1
26564,1
35933,1
23423,1
16755,1
27031,0
31805,1
40030,1
54244,1
45711,0
16134,1
31413,0
36686,0
10540,0
7968,1
62975,1
1939,1
23130,1
13612,0
12467,0
61135,0
41919,1
31787,0
45635,0
47636,0
40175,0
56163,1
55691,0
21236,1
44308,0
48127,0
52848,1
10463,0
14772,1
2530,1
55061,0
20632,0
934,1
45924,1
20633,0
13036,0
143,1
42727,0
3661,1
3647,1
37049,1
15535,1
19062,1
17486,0
61961,0
11022,0
27636,1
57656,0
23734,0
61239,1
44283,0
53697,0
25075,0
34879,0
6760,1
30382,1
56948,0
5042,0
5351,1
58330,0
30848,1
43706,1
51522,1
17551,1
21421,1
20759,1
40941,1
35656,0
57438,0
18654,0
36459,0
12714,1
18013,1
1263,1
16092,0
60055,1
4170,1
17936,1
18239,0
21917,1
29211,1
35775,0
58170,1
30731,1
14425,1
56203,0
40785,1
28160,1
43381,1
4314,0
56596,0
33889,1
51785,0
20014,0
9933,0
56407,0
62706,0
3047,1
23443,0
22910,1
58298,0
22356,1
24736,1
11565,0
56053,0
58837,0
21906,1
36130,1
1283,0
13772,1
5570,0
43290,1
49990,0
51165,1
22567,0
13278,1
61754,0
35979,0
41173,0
15897,0
26049,1
12412,0
25745,0
49447,1
28231,1
43357,1
61439,1
49191,1
49273,0
14340,0
21755,1
2357,1
2213,1
22563,0
35058,1
62842,1
37815,0
59768,0
33022,1
29119,0
13435,1
63248,1
61486,1
48059,1
61167,0
34447,1
27022,0
1293,1
122,1
2897,1
7538,1
36074,0
52693,1
57563,0
62122,0
12741,0
6081,0
51751,0
6831,0
16135,1
36989,0
60269,1
4144,1
11771,0
4647,0
21935,1
51942,0
57595,0
57049,1
38655,1
19389,1
31104,0
42990,1
7560,0
10354,0
58094,1
6027,0
12574,0
35412,0
57737,1
42350,0
62879,0
11094,0
3539,0
12653,0
38836,1
31254,1
25854,1
57813,1
9190,0
5021,0
14839,1
62491,0
49894,1
61917,0
6480,0
60024,1
48498,1
51776,0
22476,1
65,0
50177,1
20832,1
17480,0
17169,1
47533,0
56679,0
36300,0
23059,1
6061,1
33482,1
13284,0
44239,1
56136,1
25721,1
59457,0
14513,0
57035,1
38856,1
20634,0
11546,0
52587,0
42675,1
4868,0
37385,0
49467,1
27514,0
38391,0
21851,0
52788,0
2972,0
33772,1
37994,1
20579,1
20375,0
55245,1
23395,0
51401,0
2660,0
7693,1
32053,1
39705,1
52537,0
36133,1
44304,1
46681,0
12188,1
57052,0
19347,1
55511,1
27076,1
36240,1
46512,1
45760,1
40388,1
61392,1
25707,0
47984,1
59143,1
27990,0
27789,1
15594,1
34166,0
55967,0
18739,0
53277,0
6271,0
52055,0
19848,1
41405,1
38332,0
7824,1
6650,0
23492,0
46047,0
29331,0
20543,1
31526,1
10035,1
59259,0
54949,0
43547,1
34820,1
51330,1
39360,1
51846,1
47456,1
25987,0
12415,0
23724,0
47326,0
36346,1
19976,0
32802,1
25492,1
42724,0
31617,0
25352,0
47639,0
61665,1
41823,0
15472,0
45526,1
16079,1
40441,1
27074,0
29064,1
23217,1
39856,0
57962,0
33788,1
38420,0
35364,0
16892,0
15481,0
9897,1
10493,0
32382,0
5552,0
18789,1
31196,1
6972,0
28324,1
11343,1
45980,1
6904,0
48216,1
54981,1
41740,0
31836,1
52874,1
35123,0
56753,1
33434,1
18491,1
32129,0
750,1
27665,0
51237,1
60181,0
45427,0
1507,0
32614,0
42193,1
50317,1
21772,0
988,0
1139,0
49006,1
55743,1
58655,0
51711,0
17822,1
38473,1
46019,0
60592,1
49458,1
3097,1
23762,1
44380,0
30874,1
10356,0
17856,0
7910,0
37575,1
40524,0
15337,1
8312,1
13746,0
15009,1
44843,0
34875,0
59624,0
52722,0
10077,1
36338,1
18743,0
9776,0
50790,1
11292,1
24401,1
42503,0
34554,1
24941,1
9658,0
3650,1
22010,1
2651,1
33299,0
26220,1
35828,1
56074,1
56588,0
20430,1
26623,0
18590,1
29082,1
16826,1
36112,1
44945,1
3054,1
33233,1
19301,0
17668,1
63146,0
21022,1
46361,0
34395,0
48062,0
45006,0
2861,1
61078,0
24988,0
7875,0
30052,1
49956,1
27515,1
11377,0
30115,0
35931,1
6735,1
19255,0
6824,0
14184,1
14907,0
7793,0
52139,0
21960,1
44642,1
62270,1
22882,1
5622,0
27934,1
45688,1
9081,1
21303,0
43577,0
14313,0
20447,0
19629,0
28462,0
20224,0
33600,0
62516,0
14762,1
28307,0
41921,0
41124,1
33951,1
39951,1
46201,0
17412,1
48736,0
20743,1
62542,1
32239,0
4551,1
40284,1
8529,1
30935,0
41895,0
7750,0
46646,0
30838,1
42091,1
31245,1
7656,0
2634,0
13291,0
13942,1
11571,0
27126,1
28755,1
10584,1
60806,0
17805,1
6827,0
23614,0
32197,1
31504,1
40273,0
15453,1
10643,0
4237,1
60641,1
19052,1
7992,1
38839,1
46657,1
43300,0
15933,1
7106,1
46076,1
58476,0
38934,0
49957,1
1802,0
4574,0
31436,0
18056,0
61831,1
26706,1
48959,1
54972,1
47513,1
30981,0
39237,0
20758,0
31291,0
41668,1
51594,0
15567,1
8558,1
3103,0
58630,1
55541,1
41471,1
36831,1
36605,1
20721,0
62282,0
38147,1
63196,1
61245,1
23306,1
53142,1
19601,0
5720,0
13924,0
53834,1
1590,1
20885,0
22269,0
8771,0
12441,1
38738,0
61675,1
16456,0
47310,0
59257,0
8596,0
5164,1
62604,0
62100,1
45137,1
19771,0
23261,0
20560,1
40308,0
21694,1
24372,1
32171,1
16522,0
35534,1
43679,1
58316,0
50917,0
41866,1
32493,0
41938,0
10070,0
30539,1
7882,0
24201,1
56093,1
32833,1
32156,0
22413,1
8191,0
35100,1
25624,0
16304,0
8068,0
33191,1
57382,1
6096,0
61660,1
27857,0
31126,0
10852,0
18269,1
2964,0
15320,0
50689,0
28300,1
46450,0
4355,0
10497,0
37985,1
55411,1
26351,0
45741,1
50328,1
37868,0
10894,0
7626,0
60762,0
60389,0
61954,1
39945,1
47408,1
10355,0
20877,0
22825,0
11436,1
20124,1
10250,1
10334,0
1593,0
46242,1
27180,0
4869,0
48195,1
9162,1
57247,0
57899,1
13787,1
45159,0
5913,0
10383,0
8565,0
16822,1
45899,1
45952,0
15609,0
39636,0
9047,0
5048,0
7541,0
48043,0
47612,0
27479,1
18597,1
1605,1
56118,1
32146,0
17120,1
42295,1
11151,0
10575,1
47219,1
30964,0
15317,1
6497,0
55165,1
36528,0
16414,0
27575,0
57948,0
34895,1
16539,0
6799,0
17916,1
26743,0
18415,1
40965,0
34669,0
11493,0
7513,1
49135,1
48628,1
13846,0
10667,0
10377,0
33848,1
51151,1
46966,1
18075,1
54737,1
1883,0
46249,1
47747,0
4915,0
41715,0
8739,1
26917,1
1132,0
62167,0
29910,0
37505,0
7745,0
16115,0
13570,1
15558,0
43607,0
34215,1
49090,0
49608,0
25882,1
35042,1
11384,0
56324,0
48872,1
21745,0
13019,0
51855,1
16215,1
52310,0
34405,1
719,0
6498,0
13945,0
35178,1
60836,0
25447,1
10625,1
44028,1
55210,1
44330,0
19323,0
28528,0
62871,1
34994,0
12203,0
15746,1
40793,0
60478,0
54102,0
40892,0
48410,1
35473,0
42240,1
33390,1
55966,1
11801,0
23180,1
40857,0
27377,0
55969,0
13263,0
12511,1
10305,1
39695,1
10023,0
23334,1
37097,1
59755,1
6517,0
11758,0
52444,1
47013,0
40501,1
41602,1
14255,0
43194,0
44084,0
44814,0
43683,1
37764,1
13488,0
23151,1
5670,1
10845,0
59991,0
35418,0
48437,0
12477,1
56059,1
27788,0
36093,0
288,0
19240,1
5842,1
8309,0
468,1
34196,1
10947,1
32295,1
56602,0
13701,0
11333,0
8623,0
12793,1
2265,1
38647,1
29459,1
21041,0
51410,0
46070,1
13395,0
30532,1
18486,0
14067,0
59535,1
52643,0
54898,0
6129,0
47199,1
28212,0
55265,0
36996,1
1154,0
39612,0
1362,0
51454,1
3134,1
31326,0
7763,0
55049,1
50601,1
51590,0
26843,0
37523,0
11446,1
16420,1
43195,1
39330,1
15372,1
13749,0
20746,0
47037,0
49311,0
38640,1
56381,0
24859,0
20624,0
41334,0
42494,0
3552,0
42680,1
58939,1
26042,0
53676,1
36149,0
49312,0
21988,1
48635,1
17693,1
58311,0
36092,1
21943,1
26839,0
2768,0
46041,0
50947,0
6501,0
56972,1
21661,0
23946,1
41494,1
28275,0
16307,1
10594,1
26123,0
34468,0
57851,0
783,1
56943,0
61487,1
1599,1
4264,0
37890,1
28577,1
3295,1
11304,1
7630,0
627,1
56691,1
33071,1
49197,1
12395,1
47046,1
61339,0
14323,0
24036,1
55956,1
50812,0
53808,1
31949,1
57742,1
2035,0
6249,1
40597,0
34915,1
46146,1
17494,0
13853,0
62266,1
53429,1
23661,0
655,1
62298,0
5998,0
51954,0
48082,1
62980,1
18815,1
61006,1
14464,0
44173,0
30825,0
31879,1
10100,1
56733,1
21137,0
7608,1
20210,0
7984,1
50696,0
61739,0
27315,1
20308,0
52921,0
4908,1
58095,0
23913,0
56880,1
56378,0
35378,0
61789,1
11329,0
45953,0
26342,1
35963,1
60734,1
19279,0
878,0
19466,1
42603,1
46973,1
17666,0
47951,0
1595,0
24942,0
27557,0
32370,1
1160,0
12421,1
24661,0
5494,1
18192,1
38356,1
883,0
52877,0
9514,1
674,0
41719,0
57063,0
39509,1
21131,1
23998,0
17126,0
63000,0
37578,1
56004,0
63003,0
34782,1
43922,1
50687,0
5686,0
13675,0
2755,1
12994,0
44805,1
49539,0
60046,1
46022,0
52047,1
14618,1
63095,0
42774,1
7764,0
35605,1
57322,1
14490,0
57617,1
7157,0
27952,0
3130,0
13143,0
1906,1
16980,0
9543,0
47705,0
35745,1
34969,1
1171,0
16350,1
15506,1
58211,1
11831,0
41133,0
2352,1
36258,1
26372,0
11188,1
24393,0
35128,1
14192,0
63044,0
12311,1
17714,0
59034,1
27330,1
60349,1
57950,0
11108,0
29961,0
32471,0
48644,1
59959,0
15683,0
26335,1
28376,1
49832,0
8406,1
44809,0
730,0
15707,0
36618,1
31529,1
47519,0
33738,0
48320,0
58805,1
7497,1
46650,0
55588,1
22549,0
30071,1
57975,0
56457,0
28099,1
28982,0
37525,1
7465,0
39895,1
4858,0
46908,0
52267,1
42746,0
44874,0
58603,1
1675,0
32742,1
59348,1
3269,0
29037,0
42364,0
19578,0
391,1
35680,1
42141,0
24611,0
61873,0
13449,1
28331,0
36014,0
41242,1
24112,0
464,0
42366,1
33784,1
44121,1
14309,0
32220,1
33813,1
59499,0
49123,0
45410,0
27959,0
18082,0
30353,1
57738,1
29128,0
11530,0
16681,0
5916,0
29578,1
6483,0
54896,0
24748,1
10891,0
26300,0
46485,0
40038,0
47931,0
50692,1
3976,1
20131,1
52195,1
37931,1
4255,0
49302,0
55898,1
53038,0
18856,1
44751,1
55054,0
53905,0
58040,1
19070,1
32293,0
6608,1
48718,0
51370,0
38878,1
48371,0
30707,1
31004,1
14202,1
9011,0
18630,1
56386,1
46554,1
36248,0
29591,0
189,0
59338,1
33181,0
61485,1
6864,0
47105,0
34856,1
21262,1
52655,1
58363,0
18762,1
63056,0
9581,0
47628,1
28501,0
18175,1
27873,1
30198,1
31444,0
41552,0
945,1
28898,0
2317,0
60498,1
8662,1
35968,0
26666,0
10240,0
7523,0
44129,1
10407,1
37826,0
51484,1
39210,0
4319,0
35082,1
59817,0
2396,1
36708,0
18473,0
14229,0
32991,0
3328,1
36236,0
54753,1
10245,1
38613,1
62902,0
51622,1
36044,1
29863,1
33413,1
4887,0
26139,0
6301,0
38556,0
37318,1
14511,0
573,0
29838,0
7053,0
9282,1
10069,0
27820,1
12218,0
17827,0
49598,1
14569,1
20070,0
25158,1
47188,1
31038,1
51372,1
15167,1
37152,1
6543,0
39424,0
38560,0
52637,1
26617,1
36115,1
10406,1
52682,1
57271,0
2314,0
54448,0
38725,0
52349,0
17941,0
31108,0
25528,1
57846,1
54849,0
31453,0
34688,0
58496,0
16776,1
10826,1
62829,1
58992,1
40997,0
60664,0
62971,1
30630,0
27140,1
59035,1
50414,1
50576,1
12628,1
9951,0
40148,1
55101,0
63207,1
38204,0
39552,1
48389,0
34643,0
61407,0
62788,1
56971,1
35414,0
24534,0
9325,0
62882,0
52365,1
30222,0
28613,1
3467,0
44828,0
22173,1
25020,0
46810,1
1230,1
2384,1
48556,0
24412,1
36314,0
61115,1
15106,1
11362,0
49445,0
32378,1
30494,1
62987,1
53794,1
33886,0
48981,1
58058,1
10216,1
14535,0
53634,1
50354,1
97,0
8868,0
54148,0
54806,1
2305,0
50235,1
13264,1
43221,1
29109,1
42208,1
1094,1
45005,0
24410,0
27313,1
53713,0
37387,0
42368,1
44918,1
33159,0
43383,1
27483,1
17980,1
51375,1
58335,0
34344,1
51253,0
13875,0
19720,1
19357,1
49508,0
46433,0
14476,1
7244,1
55415,1
29748,0
19163,0
47773,1
59772,0
20669,0
63189,1
58634,1
60308,0
42203,1
38756,0
34390,1
626,1
32316,0
56590,0
26398,1
21401,1
54100,0
34308,0
50481,0
11735,1
41904,0
29327,0
35743,1
59521,0
7051,0
6374,1
3912,1
29101,0
34281,0
60995,0
2245,1
35735,1
2472,0
12276,0
12722,0
10456,1
10469,0
33469,1
23503,0
29042,1
62944,0
16152,1
34576,0
46940,1
32236,0
37518,1
22185,1
45785,0
22055,0
15053,0
25871,1
45285,0
39397,0
5011,1
44652,1
34042,1
18385,0
40827,0
32153,0
39339,1
41750,0
54781,1
22089,0
34443,1
62628,1
29933,0
30162,1
32032,1
475,1
31348,0
14382,1
22164,0
47711,0
12292,1
47085,0
2259,1
12519,1
60818,0
28486,0
14168,1
36920,1
41572,0
4169,1
40762,1
10841,0
34511,0
21374,0
57686,0
39389,0
37096,1
12585,0
40412,0
42134,0
35789,0
37012,1
41639,1
30169,1
48478,0
49320,0
24663,1
35763,0
35030,0
48580,0
18235,0
12125,0
16799,0
15945,1
4912,0
